Title;Synopsis;Début du projet;Fin du projet;Visuel;Nature;Budget;Catégorie;link.text;link.url;Owner;Year
Lights Out ;;;01/01/2016;;MOVIE;4900000;Horror;IMDB;http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1;public;2016
Paranormal Activity 3 ;;;01/01/2011;;MOVIE;5000000;Horror;IMDB;http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1;public;2011
Ouija ;;;01/01/2014;;MOVIE;5000000;Fantasy|Horror;IMDB;http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1;public;2014
A Nightmare on Elm Street 3: Dream Warriors ;;;01/01/1987;;MOVIE;4500000;Action|Fantasy|Horror|Thriller;IMDB;http://www.imdb.com/title/tt0093629/?ref_=fn_tt_tt_1;public;1987
The Gift ;;;01/01/2015;;MOVIE;5000000;Mystery|Thriller;IMDB;http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1;public;2015
Instructions Not Included ;;;01/01/2013;;MOVIE;5000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt2378281/?ref_=fn_tt_tt_1;public;2013
Paranormal Activity 4 ;;;01/01/2012;;MOVIE;5000000;Horror;IMDB;http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1;public;2012
The Robe ;;;01/01/1953;;MOVIE;5000000;Drama|History;IMDB;http://www.imdb.com/title/tt0046247/?ref_=fn_tt_tt_1;public;1953
The Return of the Pink Panther ;;;01/01/1975;;MOVIE;5000000;Comedy|Crime|Mystery;IMDB;http://www.imdb.com/title/tt0072081/?ref_=fn_tt_tt_1;public;1975
Freddy's Dead: The Final Nightmare ;;;01/01/1991;;MOVIE;8500000;Comedy|Fantasy|Horror|Thriller;IMDB;http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1;public;1991
Monster ;;;01/01/2003;;MOVIE;4500000;Biography|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1;public;2003
20,000 Leagues Under the Sea ;;;01/01/1954;;MOVIE;5000000;Adventure|Drama|Family|Fantasy|Sci-Fi;IMDB;http://www.imdb.com/title/tt0046672/?ref_=fn_tt_tt_1;public;1954
Paranormal Activity: The Marked Ones ;;;01/01/2014;;MOVIE;5000000;Fantasy|Horror|Thriller;IMDB;http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1;public;2014
The Elephant Man ;;;01/01/1980;;MOVIE;5000000;Biography|Drama;IMDB;http://www.imdb.com/title/tt0080678/?ref_=fn_tt_tt_1;public;1980
Dallas Buyers Club ;;;01/01/2013;;MOVIE;5000000;Biography|Drama;IMDB;http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1;public;2013
The Lazarus Effect ;;;01/01/2015;;MOVIE;3300000;Horror|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1;public;2015
Memento ;;;01/01/2000;;MOVIE;9000000;Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1;public;2000
Oculus ;;;01/01/2013;;MOVIE;5000000;Horror|Mystery;IMDB;http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1;public;2013
Clerks II ;;;01/01/2006;;MOVIE;5000000;Comedy;IMDB;http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1;public;2006
Billy Elliot ;;;01/01/2000;;MOVIE;5000000;Drama|Music;IMDB;http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1;public;2000
The Way Way Back ;;;01/01/2013;;MOVIE;5000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1;public;2013
House Party 2 ;;;01/01/1991;;MOVIE;5000000;Comedy|Drama|Music|Romance;IMDB;http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1;public;1991
The Man from Snowy River ;;;01/01/1982;;MOVIE;3500000;Adventure|Drama|Family|Romance|Western;IMDB;http://www.imdb.com/title/tt0084296/?ref_=fn_tt_tt_1;public;1982
Doug's 1st Movie ;;;01/01/1999;;MOVIE;5000000;Animation|Comedy|Family;IMDB;http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1;public;1999
The Apostle ;;;01/01/1997;;MOVIE;5000000;Drama;IMDB;http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1;public;1997
Mommie Dearest ;;;01/01/1981;;MOVIE;5000000;Biography|Drama;IMDB;http://www.imdb.com/title/tt0082766/?ref_=fn_tt_tt_1;public;1981
Our Idiot Brother ;;;01/01/2011;;MOVIE;5000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1;public;2011
Race ;;;01/01/2016;;MOVIE;;Biography|Drama|Sport;IMDB;http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1;public;2016
The Players Club ;;;01/01/1998;;MOVIE;4500000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1;public;1998
O ;;;01/01/2001;;MOVIE;5000000;Drama|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1;public;2001
As Above, So Below ;;;01/01/2014;;MOVIE;5000000;Horror|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1;public;2014
Addicted ;;;01/01/2014;;MOVIE;5000000;Drama|Thriller;IMDB;http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1;public;2014
Eve's Bayou ;;;01/01/1997;;MOVIE;6000000;Drama;IMDB;http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1;public;1997
Still Alice ;;;01/01/2014;;MOVIE;5000000;Drama;IMDB;http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1;public;2014
The Egyptian ;;;01/01/1954;;MOVIE;5000000;Drama|History;IMDB;http://www.imdb.com/title/tt0046949/?ref_=fn_tt_tt_1;public;1954
Nighthawks ;;;01/01/1981;;MOVIE;5000000;Action|Crime|Thriller;IMDB;http://www.imdb.com/title/tt0082817/?ref_=fn_tt_tt_1;public;1981
Friday the 13th Part VIII: Jason Takes Manhattan ;;;01/01/1989;;MOVIE;5000000;Adventure|Horror;IMDB;http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1;public;1989
My Big Fat Greek Wedding ;;;01/01/2002;;MOVIE;5000000;Comedy|Family|Romance;IMDB;http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1;public;2002
Spring Breakers ;;;01/01/2012;;MOVIE;5000000;Crime|Drama;IMDB;http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1;public;2012
Halloween: The Curse of Michael Myers ;;;01/01/1995;;MOVIE;5000000;Horror|Thriller;IMDB;http://www.imdb.com/title/tt0113253/?ref_=fn_tt_tt_1;public;1995
Y Tu Mamá También ;;;01/01/2001;;MOVIE;2000000;Adventure|Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0245574/?ref_=fn_tt_tt_1;public;2001
Shaun of the Dead ;;;01/01/2004;;MOVIE;4000000;Comedy|Horror;IMDB;http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1;public;2004
The Haunting of Molly Hartley ;;;01/01/2008;;MOVIE;5000000;Drama|Horror|Thriller;IMDB;http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1;public;2008
Lone Star ;;;01/01/1996;;MOVIE;5000000;Drama|Mystery;IMDB;http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1;public;1996
Halloween 4: The Return of Michael Myers ;;;01/01/1988;;MOVIE;5000000;Horror|Thriller;IMDB;http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1;public;1988
April Fool's Day ;;;01/01/1986;;MOVIE;5000000;Horror|Mystery;IMDB;http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1;public;1986
Diner ;;;01/01/1982;;MOVIE;5000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1;public;1982
Lone Wolf McQuade ;;;01/01/1983;;MOVIE;5000000;Action|Crime|Drama|Thriller|Western;IMDB;http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1;public;1983
Apollo 18 ;;;01/01/2011;;MOVIE;5000000;Horror|Mystery|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1;public;2011
Sunshine Cleaning ;;;01/01/2008;;MOVIE;8000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1;public;2008
No Escape ;;;01/01/2015;;MOVIE;5000000;Action|Thriller;IMDB;http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1;public;2015
The Beastmaster ;;;01/01/1982;;MOVIE;8000000;Action|Adventure|Fantasy;IMDB;http://www.imdb.com/title/tt0083630/?ref_=fn_tt_tt_1;public;1982
Solomon and Sheba ;;;01/01/1959;;MOVIE;5000000;Drama|History|Romance|War;IMDB;http://www.imdb.com/title/tt0053290/?ref_=fn_tt_tt_1;public;1959
Fifty Shades of Black ;;;01/01/2016;;MOVIE;5000000;Comedy;IMDB;http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1;public;2016
Not Easily Broken ;;;01/01/2009;;MOVIE;8000000;Drama|Romance;IMDB;http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1;public;2009
A Farewell to Arms ;;;01/01/1932;;MOVIE;800000;Drama|Romance|War;IMDB;http://www.imdb.com/title/tt0022879/?ref_=fn_tt_tt_1;public;1932
The Perfect Match ;;;01/01/2016;;MOVIE;5000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1;public;2016
Digimon: The Movie ;;;01/01/2000;;MOVIE;5000000;Action|Adventure|Animation|Family|Sci-Fi;IMDB;http://www.imdb.com/title/tt0259974/?ref_=fn_tt_tt_1;public;2000
Saved! ;;;01/01/2004;;MOVIE;5000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1;public;2004
The Barbarian Invasions ;;;01/01/2003;;MOVIE;6000000;Comedy|Crime|Drama|Mystery|Romance;IMDB;http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1;public;2003
Robin and Marian ;;;01/01/1976;;MOVIE;5000000;Adventure|Drama|Romance;IMDB;http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1;public;1976
The Forsaken ;;;01/01/2001;;MOVIE;5000000;Horror|Thriller;IMDB;http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1;public;2001
Force 10 from Navarone ;;;01/01/1978;;MOVIE;5000000;Action|Drama|War;IMDB;http://www.imdb.com/title/tt0077572/?ref_=fn_tt_tt_1;public;1978
UHF ;;;01/01/1989;;MOVIE;5000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1;public;1989
Grandma's Boy ;;;01/01/2006;;MOVIE;;Comedy;IMDB;http://www.imdb.com/title/tt0456554/?ref_=fn_tt_tt_1;public;2006
Slums of Beverly Hills ;;;01/01/1998;;MOVIE;5000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1;public;1998
Once Upon a Time in the West ;;;01/01/1968;;MOVIE;5000000;Western;IMDB;http://www.imdb.com/title/tt0064116/?ref_=fn_tt_tt_1;public;1968
Made ;;;01/01/2001;;MOVIE;5000000;Comedy|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1;public;2001
Moon ;;;01/01/2009;;MOVIE;5000000;Drama|Mystery|Sci-Fi;IMDB;http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1;public;2009
Keeping Up with the Steins ;;;01/01/2006;;MOVIE;;Comedy;IMDB;http://www.imdb.com/title/tt0415949/?ref_=fn_tt_tt_1;public;2006
Sea Rex 3D: Journey to a Prehistoric World ;;;01/01/2010;;MOVIE;5000000;Documentary;IMDB;http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1;public;2010
The Sweet Hereafter ;;;01/01/1997;;MOVIE;5000000;Drama;IMDB;http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1;public;1997
Of Gods and Men ;;;01/01/2010;;MOVIE;4000000;Drama;IMDB;http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1;public;2010
Bottle Shock ;;;01/01/2008;;MOVIE;5000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1;public;2008
Jekyll and Hyde... Together Again ;;;01/01/1982;;MOVIE;5000000;Comedy|Music|Sci-Fi;IMDB;http://www.imdb.com/title/tt0084171/?ref_=fn_tt_tt_1;public;1982
Heavenly Creatures ;;;01/01/1994;;MOVIE;5000000;Biography|Crime|Drama|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1;public;1994
90 Minutes in Heaven ;;;01/01/2015;;MOVIE;5000000;Drama;IMDB;http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1;public;2015
Everything Must Go ;;;01/01/2010;;MOVIE;5000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1;public;2010
Zero Effect ;;;01/01/1998;;MOVIE;5000000;Comedy|Crime|Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1;public;1998
The Machinist ;;;01/01/2004;;MOVIE;5000000;Drama|Thriller;IMDB;http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1;public;2004
Light Sleeper ;;;01/01/1992;;MOVIE;5000000;Crime|Drama;IMDB;http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1;public;1992
Kill the Messenger ;;;01/01/2014;;MOVIE;5000000;Biography|Crime|Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1;public;2014
Rabbit Hole ;;;01/01/2010;;MOVIE;5000000;Drama;IMDB;http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1;public;2010
Party Monster ;;;01/01/2003;;MOVIE;5000000;Biography|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1;public;2003
Green Room ;;;01/01/2015;;MOVIE;5000000;Crime|Horror|Music|Thriller;IMDB;http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1;public;2015
The Oh in Ohio ;;;01/01/2006;;MOVIE;5000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0422861/?ref_=fn_tt_tt_1;public;2006
Atlas Shrugged: Who Is John Galt? ;;;01/01/2014;;MOVIE;5000000;Drama|Mystery|Sci-Fi;IMDB;http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1;public;2014
Bottle Rocket ;;;01/01/1996;;MOVIE;7000000;Comedy|Crime|Drama;IMDB;http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1;public;1996
Albino Alligator ;;;01/01/1996;;MOVIE;5000000;Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1;public;1996
Gandhi, My Father ;;;01/01/2007;;MOVIE;;Biography|Drama|History;IMDB;http://www.imdb.com/title/tt0459293/?ref_=fn_tt_tt_1;public;2007
Standard Operating Procedure ;;;01/01/2008;;MOVIE;;Crime|Documentary|War;IMDB;http://www.imdb.com/title/tt0896866/?ref_=fn_tt_tt_1;public;2008
Out of the Blue ;;;01/01/1980;;MOVIE;2200000;Drama;IMDB;http://www.imdb.com/title/tt0081291/?ref_=fn_tt_tt_1;public;1980
Tucker and Dale vs Evil ;;;01/01/2010;;MOVIE;;Comedy|Horror;IMDB;http://www.imdb.com/title/tt1465522/?ref_=fn_tt_tt_1;public;2010
Lovely, Still ;;;01/01/2008;;MOVIE;5000000;Drama|Romance;IMDB;http://www.imdb.com/title/tt1150947/?ref_=fn_tt_tt_1;public;2008
Tycoon ;;;01/01/1947;;MOVIE;3209000;Adventure|Drama|Romance;IMDB;http://www.imdb.com/title/tt0039927/?ref_=fn_tt_tt_1;public;1947
Desert Blue ;;;01/01/1998;;MOVIE;2000000;Drama;IMDB;http://www.imdb.com/title/tt0126261/?ref_=fn_tt_tt_1;public;1998
Decoys ;;;01/01/2004;;MOVIE;5000000;Comedy|Horror|Sci-Fi;IMDB;http://www.imdb.com/title/tt0357585/?ref_=fn_tt_tt_1;public;2004
The Visit ;;;01/01/2015;;MOVIE;5000000;Horror|Thriller;IMDB;http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1;public;2015
Redacted ;;;01/01/2007;;MOVIE;5000000;Crime|Thriller|War;IMDB;http://www.imdb.com/title/tt0937237/?ref_=fn_tt_tt_1;public;2007
Fascination ;;;01/01/2004;;MOVIE;5000000;Mystery|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1;public;2004
Saving Grace             ;;;01/01/;;MOVIE;;Drama|Fantasy;IMDB;http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1;public;0
Area 51 ;;;01/01/2015;;MOVIE;5000000;Horror|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt1519461/?ref_=fn_tt_tt_1;public;2015
Sleep Tight ;;;01/01/2011;;MOVIE;5000000;Drama|Horror|Thriller;IMDB;http://www.imdb.com/title/tt1437358/?ref_=fn_tt_tt_1;public;2011
The Cottage ;;;01/01/2008;;MOVIE;2500000;Comedy|Crime|Horror|Thriller;IMDB;http://www.imdb.com/title/tt0465430/?ref_=fn_tt_tt_1;public;2008
Dead Like Me: Life After Death ;;;01/01/2009;;MOVIE;5000000;Comedy|Drama|Fantasy;IMDB;http://www.imdb.com/title/tt1079444/?ref_=fn_tt_tt_1;public;2009
Farce of the Penguins ;;;01/01/2006;;MOVIE;;Animation|Comedy;IMDB;http://www.imdb.com/title/tt0488539/?ref_=fn_tt_tt_1;public;2006
Flying By ;;;01/01/2009;;MOVIE;;Drama|Family|Music;IMDB;http://www.imdb.com/title/tt1131732/?ref_=fn_tt_tt_1;public;2009
Psych             ;;;01/01/;;MOVIE;;Comedy|Crime|Mystery;IMDB;http://www.imdb.com/title/tt0491738/?ref_=fn_tt_tt_1;public;0
Rudderless ;;;01/01/2014;;MOVIE;5000000;Comedy|Drama|Music;IMDB;http://www.imdb.com/title/tt1798243/?ref_=fn_tt_tt_1;public;2014
Henry & Me ;;;01/01/2014;;MOVIE;10000000;Animation|Family;IMDB;http://www.imdb.com/title/tt1460798/?ref_=fn_tt_tt_1;public;2014
Christmas Eve ;;;01/01/2015;;MOVIE;;Comedy;IMDB;http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1;public;2015
We Have Your Husband ;;;01/01/2011;;MOVIE;5000000;Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt2063015/?ref_=fn_tt_tt_1;public;2011
Dying of the Light ;;;01/01/2014;;MOVIE;5000000;Drama|Thriller;IMDB;http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1;public;2014
Born of War ;;;01/01/2014;;MOVIE;5000000;Action|Drama|Thriller|War;IMDB;http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1;public;2014
Capricorn One ;;;01/01/1977;;MOVIE;5000000;Action|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0077294/?ref_=fn_tt_tt_1;public;1977
Should've Been Romeo ;;;01/01/2012;;MOVIE;5000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt1717210/?ref_=fn_tt_tt_1;public;2012
Running Forever ;;;01/01/2015;;MOVIE;5000000;Family;IMDB;http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1;public;2015
Yoga Hosers ;;;01/01/2016;;MOVIE;5000000;Comedy|Fantasy|Horror|Thriller;IMDB;http://www.imdb.com/title/tt3838992/?ref_=fn_tt_tt_1;public;2016
Navy Seals vs. Zombies ;;;01/01/2015;;MOVIE;;Action|Horror;IMDB;http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1;public;2015
I Served the King of England ;;;01/01/2006;;MOVIE;84450000;Comedy|Drama|Romance|War;IMDB;http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1;public;2006
Soul Kitchen ;;;01/01/2009;;MOVIE;4000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1;public;2009
Sling Blade ;;;01/01/1996;;MOVIE;890000;Drama;IMDB;http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1;public;1996
The Awakening ;;;01/01/2011;;MOVIE;3000000;Horror|Thriller;IMDB;http://www.imdb.com/title/tt1687901/?ref_=fn_tt_tt_1;public;2011
Hostel ;;;01/01/2005;;MOVIE;4800000;Horror;IMDB;http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1;public;2005
Tristram Shandy: A Cock and Bull Story ;;;01/01/2005;;MOVIE;2800000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1;public;2005
Take Shelter ;;;01/01/2011;;MOVIE;5000000;Drama|Thriller;IMDB;http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1;public;2011
Lady in White ;;;01/01/1988;;MOVIE;4700000;Fantasy|Horror|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1;public;1988
Driving Lessons ;;;01/01/2006;;MOVIE;;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0446687/?ref_=fn_tt_tt_1;public;2006
Let's Kill Ward's Wife ;;;01/01/2014;;MOVIE;5000000;Comedy|Crime;IMDB;http://www.imdb.com/title/tt2980708/?ref_=fn_tt_tt_1;public;2014
The Texas Chainsaw Massacre 2 ;;;01/01/1986;;MOVIE;4700000;Comedy|Horror;IMDB;http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1;public;1986
Pat Garrett & Billy the Kid ;;;01/01/1973;;MOVIE;4638783;Biography|Drama|Romance|Western;IMDB;http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1;public;1973
Only God Forgives ;;;01/01/2013;;MOVIE;4800000;Crime|Drama;IMDB;http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1;public;2013
Camping sauvage ;;;01/01/2005;;MOVIE;;Drama;IMDB;http://www.imdb.com/title/tt0451673/?ref_=fn_tt_tt_1;public;2005
Without Men ;;;01/01/2011;;MOVIE;4700000;Comedy;IMDB;http://www.imdb.com/title/tt1547090/?ref_=fn_tt_tt_1;public;2011
Barfi ;;;01/01/2013;;MOVIE;;Comedy|Romance;IMDB;http://www.imdb.com/title/tt3099638/?ref_=fn_tt_tt_1;public;2013
Dear Frankie ;;;01/01/2004;;MOVIE;;Drama|Romance;IMDB;http://www.imdb.com/title/tt0377752/?ref_=fn_tt_tt_1;public;2004
All Hat ;;;01/01/2007;;MOVIE;5000000;Western;IMDB;http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1;public;2007
The Names of Love ;;;01/01/2010;;MOVIE;4600000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1;public;2010
Treading Water ;;;01/01/2013;;MOVIE;4700000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1;public;2013
Savage Grace ;;;01/01/2007;;MOVIE;4600000;Drama;IMDB;http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1;public;2007
Out of the Blue ;;;01/01/2006;;MOVIE;;Crime|Drama;IMDB;http://www.imdb.com/title/tt0839938/?ref_=fn_tt_tt_1;public;2006
Police Academy ;;;01/01/1984;;MOVIE;4500000;Comedy;IMDB;http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1;public;1984
The Blue Lagoon ;;;01/01/1980;;MOVIE;4500000;Adventure|Drama|Romance;IMDB;http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1;public;1980
Four Weddings and a Funeral ;;;01/01/1994;;MOVIE;4500000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1;public;1994
Fast Times at Ridgemont High ;;;01/01/1982;;MOVIE;4500000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0083929/?ref_=fn_tt_tt_1;public;1982
Moby Dick ;;;01/01/1956;;MOVIE;4500000;Adventure|Drama;IMDB;http://www.imdb.com/title/tt0049513/?ref_=fn_tt_tt_1;public;1956
25th Hour ;;;01/01/2002;;MOVIE;15000000;Drama;IMDB;http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1;public;2002
Secrets and Lies             ;;;01/01/;;MOVIE;;Crime|Drama;IMDB;http://www.imdb.com/title/tt3516878/?ref_=fn_tt_tt_1;public;0
Bound ;;;01/01/1996;;MOVIE;4500000;Crime|Drama|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0115736/?ref_=fn_tt_tt_1;public;1996
Requiem for a Dream ;;;01/01/2000;;MOVIE;4500000;Drama;IMDB;http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1;public;2000
State Fair ;;;01/01/1945;;MOVIE;;Musical|Romance;IMDB;http://www.imdb.com/title/tt0038116/?ref_=fn_tt_tt_1;public;1945
Tango ;;;01/01/1998;;MOVIE;700000000;Drama|Musical;IMDB;http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1;public;1998
Salvador ;;;01/01/1986;;MOVIE;4500000;Drama|History|Thriller|War;IMDB;http://www.imdb.com/title/tt0091886/?ref_=fn_tt_tt_1;public;1986
Moms' Night Out ;;;01/01/2014;;MOVIE;5000000;Comedy;IMDB;http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1;public;2014
Donnie Darko ;;;01/01/2001;;MOVIE;4500000;Drama|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1;public;2001
Saving Private Perez ;;;01/01/2011;;MOVIE;;Adventure|Comedy|Western;IMDB;http://www.imdb.com/title/tt0461336/?ref_=fn_tt_tt_1;public;2011
Character ;;;01/01/1997;;MOVIE;4500000;Crime|Drama|Mystery;IMDB;http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1;public;1997
Spun ;;;01/01/2002;;MOVIE;2000000;Comedy|Crime|Drama;IMDB;http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1;public;2002
Life During Wartime ;;;01/01/2009;;MOVIE;;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0808526/?ref_=fn_tt_tt_1;public;2009
Lady Vengeance ;;;01/01/2005;;MOVIE;4200000000;Crime|Drama;IMDB;http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1;public;2005
Mozart's Sister ;;;01/01/2010;;MOVIE;;Biography|Drama|Music|Romance;IMDB;http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1;public;2010
Mean Machine ;;;01/01/2001;;MOVIE;2500000;Comedy|Drama|Sport;IMDB;http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1;public;2001
Exiled ;;;01/01/2006;;MOVIE;35000000;Action|Crime|Thriller;IMDB;http://www.imdb.com/title/tt0796212/?ref_=fn_tt_tt_1;public;2006
Blackthorn ;;;01/01/2011;;MOVIE;;Action|Adventure|Western;IMDB;http://www.imdb.com/title/tt1629705/?ref_=fn_tt_tt_1;public;2011
Lilya 4-Ever ;;;01/01/2002;;MOVIE;;Crime|Drama;IMDB;http://www.imdb.com/title/tt0300140/?ref_=fn_tt_tt_1;public;2002
After.Life ;;;01/01/2009;;MOVIE;4500000;Drama|Horror|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1;public;2009
